,0,1,2
0,0.0,0.24535292699387606,0.9694338250832482
1,-3.8300359549806155e-06,0.9807460765784313,0.1952873095245687
2,-0.0001420097819545151,-0.7541015508384006,-0.6567578175068347
3,-0.00014199486772626898,-0.7541197387046377,-0.6567369332796096
4,-3.829351010448694e-06,0.9807474540557323,0.19528039161302244
5,-8.685539663585469e-06,0.4047562198089399,0.9144246291797584
6,0.02186205294732653,-0.3099335707056096,-0.9505068292182857
7,2.637857460166118e-05,-0.1128424685843314,0.9936128907114505
8,-0.0001420084642662881,-0.7541012676873752,-0.6567581426262562
9,-5.385088501723796e-07,0.9351833963651884,-0.3541638253161675
10,-5.385084017750073e-07,0.9351819616044528,-0.3541676138346894
11,3.257130100633037e-05,0.49101387481416,0.8711517512345911
12,-0.9193992882037436,-0.20954551630738924,-0.3328597684399833
13,-5.385076960876242e-07,0.935179418078143,-0.3541743299601708
14,-5.141559470058369e-09,0.06903555161965405,-0.9976142002861477
15,2.509584480505413e-07,-0.991537502580478,-0.12982057223878507
16,-0.0025013472190405913,-0.9995617855406592,0.029495425897226497
17,-0.0021024015430664957,-0.14940295602319625,0.9887741585616416
18,-0.002102179771020538,-0.1494065778016623,0.988773611778655
19,-0.0021023113903374914,-0.14940662027990723,0.9887736050802295
20,-0.002102612770845956,-0.14940756628992416,0.9887734614940157
21,-5.384912759502505e-07,0.9351456092264007,-0.3542635876636123
22,-5.384915800239299e-07,0.9351440016737422,-0.35426783107322934
23,-0.0021020389531192347,-0.14940628870492123,0.9887736557613482
24,-0.827197890679995,0.27730705860198546,0.4887171420198823
25,-5.384895353594399e-07,0.9351484337261751,-0.35425613177359633
26,0.00815543023341705,-0.3656659153469766,-0.9307104422489121
27,-5.384867620347923e-07,0.935146027922954,-0.35426248243305647
28,-5.384895604660401e-07,0.9351498648003483,-0.3542523540692425
29,-0.00015336491943992558,-0.7540817601235537,-0.6567805383293301
30,0.00815352071916935,-0.36566826443173406,-0.9307095360462175
31,2.2286137690408222e-05,-0.11284522175731158,0.9936125781359006
32,0.8068713403153537,0.4856227329399205,-0.3363468469150073
33,2.228589145259822e-05,-0.11284964540404215,0.9936120757295178
34,0.9868633836603143,0.07698320190513779,-0.14203608208813676
35,-3.829739302881862e-06,0.9807610299692628,0.19521219756706681
36,0.9288050612078956,0.3410700918595961,-0.14488737251218242
37,2.228561186805962e-05,-0.11289672638410493,0.9936067273700918
38,-0.0001419900097840289,-0.754173067835575,-0.6566756913350106
39,-0.00014198834057574315,-0.7541705511965503,-0.6566785816114324
40,-0.31782014531934333,-0.848373144349938,0.4233832344047065
41,-0.0025026859080217482,-0.9995561268643739,0.029686458379827075
42,-0.021895402884601192,-0.9350524096847302,0.3538327040782132
43,0.8546057246967019,-0.3807027913324728,-0.3531493168438649
44,-0.01543688741811569,0.9452453622078338,-0.3259952572222813
45,-0.015436808842565897,0.9452452393401367,-0.3259956172060688
46,-0.002101895891962747,-0.14943279148670985,0.9887696510624447
47,-0.0021034790050359626,-0.14943404652150147,0.9887694580215781
48,-0.015436922353668867,0.9452453096400646,-0.3259954079917463
49,-0.0021020234074646425,-0.1494314778490633,0.9887698493205784
50,-0.015436834092719731,0.9452451831143328,-0.32599577904068855
51,-0.021895404875405474,-0.9350524088823758,0.3538327060753543
52,-0.002101416932311463,-0.1494332597976467,0.9887695813045251
53,-0.021895409281604796,-0.9350524093954824,0.3538327044467404
54,-0.002102136018689178,-0.14940001441241904,0.9887746035966578
55,-5.385085811438335e-07,0.9351784624425609,-0.35417685325734927
56,-0.0025019031323624424,-0.9995596923887891,0.029566227901874763
57,-5.385003682507689e-07,0.9351678223992146,-0.35420494625120813
58,-5.384952992635882e-07,0.9351605830747618,-0.35422405884267844
59,-5.384935624742045e-07,0.9351568026021357,-0.3542340392264136
60,0.0027345339132988557,-0.9215202495742435,-0.38832068184543184
61,-0.0001420188796644303,-0.7541620696269159,-0.6566883222402274
62,-0.00014200958057325285,-0.7540923845010494,-0.6567683423177463
63,-0.00014201983983480205,-0.7541708111162171,-0.65667828309658
64,-5.385094335556155e-07,0.935181553508597,-0.35416869141266155
65,0.0021375504246826616,0.9687474760939695,0.24803983236517882
66,-3.830048118955038e-06,0.9807383780392279,0.1953259681310069
67,-0.0001420205182604197,-0.7541747832600502,-0.656673721207746
68,-0.001275262055487888,0.978771786732128,-0.20494917224494366
