,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,1.0,0.9934231359624599,0.9790221251006749,0.9649258325411153,0.9574190002789761,0.8873575182546374,0.9288155453462242,0.9334684777233101,0.9328622792392007,0.106030905097357,0.07110229629451495,0.009616712709836658,0.046119401134816655,0.04041308313619386,0.14784542175294868,0.15114977652350894,0.1770220316312554,0.10804447221664983,0.03506206607631744,-0.25786359096421746,0.6295456273430919,-0.09060746183989725,-0.1859338052725627
1,0.9934231359624598,0.9999999999999998,0.9946617472637633,0.9860103730876888,0.9806673085219599,0.8375042400857378,0.900226481568151,0.961568628957776,0.9610794395804091,0.09006754901439339,0.03724094224871144,-0.027097094948556732,0.012371651270352496,0.03142618759985284,0.19324399024654376,0.18551595684664293,0.22355200216446447,0.15702944471835717,0.07157591785912715,-0.33645728774187555,0.6438951540997371,-0.12417031584220482,-0.24469325850260232
2,0.9790221251006747,0.9946617472637633,0.9999999999999998,0.9976237200477365,0.9943130788808064,0.7819156844848192,0.8558441322895767,0.9814259828557206,0.9810599764202478,0.07020637588748654,0.012966480612632975,-0.055109432633922234,-0.013267926994638303,0.023972936013673757,0.21834327441440088,0.2247633342061721,0.26790753863549666,0.20934728380760556,0.12113627756994341,-0.3966525418574795,0.6408718054651893,-0.14203825642249238,-0.3113726121557974
3,0.9649258325411153,0.9860103730876888,0.9976237200477364,1.0,0.9985800947496012,0.7408768378766107,0.8205294029528071,0.9904604289365508,0.9902107814069789,0.05595709121701195,0.003980113498075369,-0.06479633775635478,-0.022230487256905122,0.021330619439030436,0.23007647730150912,0.24057177219297268,0.29328475228503004,0.23769106567623283,0.1479391930361307,-0.4247489753001532,0.6308722491041047,-0.14505097698692157,-0.3510747343989988
4,0.957419000278976,0.9806673085219602,0.9943130788808062,0.9985800947496012,0.9999999999999998,0.7216142871728942,0.8031319135134375,0.9932551574642207,0.9930622510107723,0.04728279887435473,0.0001850902066877318,-0.06807303625735692,-0.02081013398500507,0.0129467435875875,0.23790350505655594,0.2485724454043455,0.30754616938324875,0.25191875925970764,0.16131890899862036,-0.43427249087789394,0.631642635566032,-0.1396257880615804,-0.3705313112139431
5,0.8873575182546374,0.8375042400857379,0.7819156844848191,0.7408768378766106,0.7216142871728942,1.0,0.9796100837774754,0.6629488518166387,0.6617240572652461,0.1706015426681052,0.15688249015013447,0.1213625265218239,0.1330898363121432,0.05919150994509217,-0.006069389488827615,-0.029854334184558323,-0.07317592329998385,-0.1601451369401092,-0.2044566662240632,0.04729288578258104,0.5127007655015305,-0.002548175083657939,0.17154308960825745
6,0.9288155453462242,0.900226481568151,0.8558441322895768,0.8205294029528071,0.8031319135134375,0.9796100837774754,1.0,0.7461253138318358,0.7448942006225495,0.15391034763696188,0.0996515041696405,0.057981583608066996,0.07457638853838293,0.04460454078903196,0.08377976830138535,0.02654342948205456,-0.0014105302034528948,-0.09236702203513175,-0.16692759563078077,-0.09437192720054152,0.5762072580834199,-0.07028244204767878,0.09638557756396182
7,0.9334684777233101,0.9615686289577758,0.9814259828557205,0.990460428936551,0.9932551574642206,0.6629488518166387,0.7461253138318357,0.9999999999999999,0.9999684300932078,0.03945866873520625,-0.006584551647505296,-0.0787865831842961,-0.028640517872124144,0.01958012036874735,0.24478117294440516,0.26864972008853893,0.3443567812909683,0.30000786003540686,0.21597265035462168,-0.45548468806403447,0.6233891741959764,-0.14513478700198912,-0.435341048476672
8,0.9328622792392007,0.961079439580409,0.9810599764202477,0.9902107814069788,0.9930622510107724,0.6617240572652461,0.7448942006225495,0.9999684300932078,1.0,0.04035699978323674,-0.006160155491673887,-0.07830455871904234,-0.028356702684774505,0.019853882183734458,0.24294158651886402,0.2674155121636554,0.34343543694945705,0.29921498103724065,0.21558516306477993,-0.4556619275998068,0.6210181894817933,-0.14566704473622175,-0.4360893390322708
9,0.10603090509735699,0.09006754901439339,0.07020637588748654,0.05595709121701195,0.04728279887435473,0.17060154266810523,0.15391034763696185,0.03945866873520625,0.04035699978323674,1.0,0.6817137799711653,0.5491437328910613,0.547002485941403,0.5468746931882467,-0.5598911150798839,-0.38438449430873883,-0.29848569521104673,-0.3388542977369496,-0.3379583724271094,0.11527910079313575,-0.3429452584404189,-0.3469008813880426,0.13533966238335376
